month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
8,11,2,0,0.0,0.0,0.0,0.6661,0.0,0.0,0.0,698.3125
8,12,2,0,0.0,0.0,0.0,0.64568335,0.0,0.0,0.0,751.0333
8,13,2,0,0.0,0.0,0.0,1.1646167,0.0,0.0,0.0,738.5833
8,14,2,0,0.0,0.0,0.0,1.4435834,0.0,0.0,0.0,681.1667
8,15,2,0,0.0,0.0,0.0,0.86195,0.0,0.0,0.0,571.2292
8,16,2,0,0.0,0.0,0.0,0.76175,0.0,0.0,0.0,419.52084
8,17,2,0,0.0,0.0,0.0,2.9404666,0.0,0.0,0.0,242.975
8,18,2,0,0.0,0.0,0.0,2.4557667,0.0,0.0,0.0,83.208336
8,19,2,0,0.0,0.0,0.0,5.2640166,0.0,0.0,0.0,6.9041667
8,20,2,0,0.0,0.0,0.0,5.1929336,0.0,0.0,0.0,0.0
8,21,2,0,0.0,0.0,0.0,3.9318833,0.0,0.0,0.0,0.0
8,22,2,0,0.0,0.0,0.0,1.89485,0.0,0.0,0.0,0.0
8,23,2,0,0.0,0.0,0.0,1.3533666,0.0,0.0,0.0,0.0
8,24,2,0,0.0,0.0,0.0,1.79045,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.96433336,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,0.9697833,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,0.98003334,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.97368336,0.0,0.0,0.0,0.0
8,5,3,0,0.0,0.0,0.0,1.41885,0.0,0.0,0.0,0.0
8,6,3,0,0.0,0.0,0.0,1.8283666,0.0,0.0,0.0,17.433332
8,7,3,0,0.0,0.0,0.0,1.4670167,0.0,0.0,0.0,120.96667
8,8,3,0,0.0,0.0,0.0,0.97321665,0.0,0.0,0.0,276.35834
8,9,3,0,0.0,0.0,0.0,1.4841334,0.0,0.0,0.0,434.05
8,10,3,0,0.0,0.0,0.0,1.8785334,0.0,0.0,0.0,579.4583
8,11,3,0,0.0,0.0,0.0,2.6247,0.0,0.0,0.0,722.9083
8,12,3,0,0.0,0.0,0.0,2.3644166,0.0,0.0,0.0,763.475
8,13,3,0,0.0,0.0,0.0,1.7574,0.0,0.0,0.0,756.4042
8,14,3,0,0.0,0.0,0.0,2.0072668,0.0,0.0,0.0,695.57916
8,15,3,0,0.0,0.0,0.0,1.0462667,0.0,0.0,0.0,582.05414
8,16,3,0,0.0,0.0,0.0,0.6874,0.0,0.0,0.0,423.63333
8,17,3,0,0.0,0.0,0.0,0.66111666,0.0,0.0,0.0,244.9
8,18,3,0,0.0,0.0,0.0,2.25715,0.0,0.0,0.0,79.833336
8,19,3,0,0.0,0.0,0.0,1.5694667,0.0,0.0,0.0,5.1875
8,20,3,0,0.0,0.0,0.0,4.6877832,0.0,0.0,0.0,0.0
8,21,3,0,0.0,0.0,0.0,4.039583,0.0,0.0,0.0,0.0
8,22,3,0,0.0,0.0,0.0,2.9469,0.0,0.0,0.0,0.0
8,23,3,0,0.0,0.0,0.0,2.2459,0.0,0.0,0.0,0.0
8,24,3,0,0.0,0.0,0.0,0.91288334,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.83335,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.8093,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.82605,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.82056665,0.0,0.0,0.0,0.0
8,5,4,0,0.0,0.0,0.0,1.2138333,0.0,0.0,0.0,0.0
8,6,4,0,0.0,0.0,0.0,0.776,0.0,0.0,0.0,10.491667
8,7,4,0,0.0,0.0,0.0,0.83126664,0.0,0.0,0.0,112.4625
8,8,4,0,0.0,0.0,0.0,0.57005,0.0,0.0,0.0,228.88333
8,9,4,0,0.0,0.0,0.0,0.84525,0.0,0.0,0.0,386.35834
8,10,4,0,0.0,0.0,0.0,1.2543666,0.0,0.0,0.0,604.2708
8,11,4,0,0.0,0.0,0.0,0.53393334,0.0,0.0,0.0,703.4083
8,12,4,0,0.0,0.0,0.0,0.51738334,0.0,0.0,0.0,753.31665
8,13,4,0,0.0,0.0,0.0,1.53225,0.0,0.0,0.0,748.7708
8,14,4,0,0.0,0.0,0.0,1.41865,0.0,0.0,0.0,693.30414
8,15,4,0,0.0,0.0,0.0,0.57338333,0.0,0.0,0.0,583.025
8,16,4,0,0.0,0.0,0.0,0.72395,0.0,0.0,0.0,420.06668
8,17,4,0,0.0,0.0,0.0,1.8375334,0.0,0.0,0.0,236.77916
8,18,4,0,0.0,0.0,0.0,4.254133,0.0,0.0,0.0,77.51667
8,19,4,0,0.0,0.0,0.0,4.2929335,0.0,0.0,0.0,5.1458335
8,20,4,0,0.0,0.0,0.0,4.10335,0.0,0.0,0.0,0.0
8,21,4,0,0.0,0.0,0.0,2.7808,0.0,0.0,0.0,0.0
8,22,4,0,0.0,0.0,0.0,2.1478834,0.0,0.0,0.0,0.0
8,23,4,0,0.0,0.0,0.0,1.9812167,0.0,0.0,0.0,0.0
8,24,4,0,0.0,0.0,0.0,1.1093833,0.0,0.0,0.0,0.0
8,1,5,0,0.0,0.0,0.0,1.0117667,0.0,0.0,0.0,0.0
8,2,5,0,0.0,0.0,0.0,2.1897666,0.0,0.0,0.0,0.0
8,3,5,0,0.0,0.0,0.0,2.1816332,0.0,0.0,0.0,0.0
8,4,5,0,0.0,0.0,0.0,1.71535,0.0,0.0,0.0,0.0
8,5,5,0,0.0,0.0,0.0,0.99343336,0.0,0.0,0.0,0.0
8,6,5,0,0.0,0.0,0.0,1.92805,0.0,0.0,0.0,13.791667
8,7,5,0,0.0,0.0,0.0,0.92415,0.0,0.0,0.0,122.14167
8,8,5,0,0.0,0.0,0.0,0.7346333,0.0,0.0,0.0,277.89584
8,9,5,0,0.0,0.0,0.0,0.84395,0.0,0.0,0.0,455.7125
8,10,5,0,0.0,0.0,0.0,0.74285,0.0,0.0,0.0,607.9625
8,11,5,0,0.0,0.0,0.0,0.68943334,0.0,0.0,0.0,713.7208
8,12,5,0,0.0,0.0,0.0,0.70813334,0.0,0.0,0.0,765.3125
8,13,5,0,0.0,0.0,0.0,0.637275,0.0,0.0,0.0,759.56665
8,14,5,0,0.0,0.0,0.0,0.6551833,0.0,0.0,0.0,699.32086
8,15,5,0,0.0,0.0,0.0,0.63085,0.0,0.0,0.0,589.11664
8,16,5,0,0.0,0.0,0.0,0.65571666,0.0,0.0,0.0,429.95
8,17,5,0,0.0,0.0,0.0,1.0198667,0.0,0.0,0.0,246.525
8,18,5,0,0.0,0.0,0.0,2.7401333,0.0,0.0,0.0,81.2625
8,19,5,0,0.0,0.0,0.0,2.0481834,0.0,0.0,0.0,4.1916666
8,20,5,0,0.0,0.0,0.0,3.0580332,0.0,0.0,0.0,0.0
8,21,5,0,0.0,0.0,0.0,3.6221,0.0,0.0,0.0,0.0
8,22,5,0,0.0,0.0,0.0,3.5694,0.0,0.0,0.0,0.0
8,23,5,0,0.0,0.0,0.0,2.3449333,0.0,0.0,0.0,0.0
8,24,5,0,0.0,0.0,0.0,2.2084167,0.0,0.0,0.0,0.0
8,1,6,0,0.0,0.0,0.0,1.1773,0.0,0.0,0.0,0.0
8,2,6,0,0.0,0.0,0.0,1.06665,0.0,0.0,0.0,0.0
8,3,6,0,0.0,0.0,0.0,1.0835333,0.0,0.0,0.0,0.0
8,4,6,0,0.0,0.0,0.0,0.87188333,0.0,0.0,0.0,0.0
8,5,6,0,0.0,0.0,0.0,1.3106667,0.0,0.0,0.0,0.0
8,6,6,0,0.0,0.0,0.0,1.55265,0.0,0.0,0.0,13.016666
8,7,6,0,0.0,0.0,0.0,0.7872667,0.0,0.0,0.0,124.441666
8,8,6,0,0.0,0.0,0.0,1.2208667,0.0,0.0,0.0,282.33334
8,9,6,0,0.0,0.0,0.0,1.6696666,0.0,0.0,0.0,463.3875
8,10,6,0,0.0,0.0,0.0,1.3210666,0.0,0.0,0.0,616.3875
8,11,6,0,0.0,0.0,0.0,1.24385,0.0,0.0,0.0,720.1458
8,12,6,0,0.0,0.0,0.0,1.1607167,0.0,0.0,0.0,766.69586
8,13,6,0,0.0,0.0,0.0,1.5804334,0.0,0.0,0.0,762.9708
8,14,6,0,0.0,0.0,0.0,1.9222667,0.0,0.0,0.0,703.82916
8,15,6,0,0.0,0.0,0.0,1.2551,0.0,0.0,0.0,596.375
8,16,6,0,0.0,0.0,0.0,4.2199,0.0,0.0,0.0,434.37082
8,17,6,0,0.0,0.0,0.0,3.8339167,0.0,0.0,0.0,246.34584
8,18,6,0,0.0,0.0,0.0,3.3331292,0.0,0.0,0.0,79.53646
8,19,6,0,0.0,0.0,0.0,2.2699833,0.0,0.0,0.0,3.6875
8,20,6,0,0.0,0.0,0.0,1.91925,0.0,0.0,0.0,0.0
8,21,6,0,0.0,0.0,0.0,2.50405,0.0,0.0,0.0,0.0
8,22,6,0,0.0,0.0,0.0,3.0474334,0.0,0.0,0.0,0.0
8,23,6,0,0.0,0.0,0.0,2.1673334,0.0,0.0,0.0,0.0
8,24,6,0,0.0,0.0,0.0,1.8956333,0.0,0.0,0.0,0.0
8,1,7,0,0.0,0.0,0.0,1.0146834,0.0,0.0,0.0,0.0
8,2,7,0,0.0,0.0,0.0,1.0539334,0.0,0.0,0.0,0.0
8,3,7,0,0.0,0.0,0.0,1.1816666,0.0,0.0,0.0,0.0
8,4,7,0,0.0,0.0,0.0,1.14585,0.0,0.0,0.0,0.0
8,5,7,0,0.0,0.0,0.0,1.08825,0.0,0.0,0.0,0.0
8,6,7,0,0.0,0.0,0.0,1.0638666,0.0,0.0,0.0,12.6625
8,7,7,0,0.0,0.0,0.0,0.8833,0.0,0.0,0.0,125.44583
8,8,7,0,0.0,0.0,0.0,0.6892833,0.0,0.0,0.0,284.875
8,9,7,0,0.0,0.0,0.0,0.73805,0.0,0.0,0.0,467.8
8,10,7,0,0.0,0.0,0.0,1.1276667,0.0,0.0,0.0,619.12085
8,11,7,0,0.0,0.0,0.0,0.8103,0.0,0.0,0.0,721.9625
8,12,7,0,0.0,0.0,0.0,0.62091666,0.0,0.0,0.0,770.4708
8,13,7,0,0.0,0.0,0.0,1.3179834,0.0,0.0,0.0,762.2292
8,14,7,0,0.0,0.0,0.0,1.2006333,0.0,0.0,0.0,707.1042
8,15,7,0,0.0,0.0,0.0,1.66305,0.0,0.0,0.0,594.29584
8,16,7,0,0.0,0.0,0.0,3.4162834,0.0,0.0,0.0,427.9125
8,17,7,0,0.0,0.0,0.0,3.3941166,0.0,0.0,0.0,240.71666
8,18,7,0,0.0,0.0,0.0,3.7507834,0.0,0.0,0.0,76.14167
8,19,7,0,0.0,0.0,0.0,3.72305,0.0,0.0,0.0,2.3958333
8,20,7,0,0.0,0.0,0.0,3.9582,0.0,0.0,0.0,0.0
8,21,7,0,0.0,0.0,0.0,2.04575,0.0,0.0,0.0,0.0
8,22,7,0,0.0,0.0,0.0,2.1481333,0.0,0.0,0.0,0.0
8,23,7,0,0.0,0.0,0.0,0.8846833,0.0,0.0,0.0,0.0
8,24,7,0,0.0,0.0,0.0,2.0152082,0.0,0.0,0.0,0.0
8,1,1,0,0.0,0.0,0.0,0.8682333,0.0,0.0,0.0,0.0
8,2,1,0,0.0,0.0,0.0,0.85838336,0.0,0.0,0.0,0.0
8,3,1,0,0.0,0.0,0.0,0.7517167,0.0,0.0,0.0,0.0
8,4,1,0,0.0,0.0,0.0,0.92651665,0.0,0.0,0.0,0.0
8,5,1,0,0.0,0.0,0.0,1.0573334,0.0,0.0,0.0,0.0
8,6,1,0,0.0,0.0,0.0,1.5097166,0.0,0.0,0.0,9.495833
8,7,1,0,0.0,0.0,0.0,0.9834167,0.0,0.0,0.0,125.61667
8,8,1,0,0.0,0.0,0.0,0.72221667,0.0,0.0,0.0,284.07916
8,9,1,0,0.0,0.0,0.0,0.65195,0.0,0.0,0.0,467.24167
8,10,1,0,0.0,0.0,0.0,0.7291167,0.0,0.0,0.0,618.175
8,11,1,0,0.0,0.0,0.0,1.1015,0.0,0.0,0.0,721.11664
8,12,1,0,0.0,0.0,0.0,0.84611666,0.0,0.0,0.0,770.05414
8,13,1,0,0.0,0.0,0.0,0.68235,0.0,0.0,0.0,765.29584
8,14,1,0,0.0,0.0,0.0,0.6919,0.0,0.0,0.0,706.62085
8,15,1,0,0.0,0.0,0.0,0.66686666,0.0,0.0,0.0,593.31665
8,16,1,0,0.0,0.0,0.0,0.63456666,0.0,0.0,0.0,433.1125
8,17,1,0,0.0,0.0,0.0,0.97805,0.0,0.0,0.0,246.85
8,18,1,0,0.0,0.0,0.0,3.4236834,0.0,0.0,0.0,78.75
8,19,1,0,0.0,0.0,0.0,3.4720833,0.0,0.0,0.0,2.7416666
8,20,1,0,0.0,0.0,0.0,3.9397833,0.0,0.0,0.0,0.0
8,21,1,0,0.0,0.0,0.0,3.6698666,0.0,0.0,0.0,0.0
8,22,1,0,0.0,0.0,0.0,1.8681333,0.0,0.0,0.0,0.0
8,23,1,0,0.0,0.0,0.0,1.1379833,0.0,0.0,0.0,0.0
8,24,1,0,0.0,0.0,0.0,1.4736167,0.0,0.0,0.0,0.0
8,1,2,0,0.0,0.0,0.0,1.7563334,0.0,0.0,0.0,0.0
8,2,2,0,0.0,0.0,0.0,2.64235,0.0,0.0,0.0,0.0
8,3,2,0,0.0,0.0,0.0,1.4677167,0.0,0.0,0.0,0.0
8,4,2,0,0.0,0.0,0.0,1.4675,0.0,0.0,0.0,0.0
8,5,2,0,0.0,0.0,0.0,1.1095,0.0,0.0,0.0,0.0
8,6,2,0,0.0,0.0,0.0,1.26415,0.0,0.0,0.0,16.775
8,7,2,0,0.0,0.0,0.0,1.0001333,0.0,0.0,0.0,130.54584
8,8,2,0,0.0,0.0,0.0,0.6411167,0.0,0.0,0.0,293.3625
8,9,2,0,0.0,0.0,0.0,0.6872333,0.0,0.0,0.0,478.37918
8,10,2,0,0.0,0.0,0.0,0.6525,0.0,0.0,0.0,634.3
8,11,2,0,0.0,0.0,0.0,0.65816665,0.0,0.0,0.0,740.5875
8,12,2,0,0.0,0.0,0.0,0.8329,0.0,0.0,0.0,789.2167
8,13,2,0,0.0,0.0,0.0,0.60181665,0.0,0.0,0.0,780.04584
8,14,2,0,0.0,0.0,0.0,0.67298335,0.0,0.0,0.0,716.9708
8,15,2,0,0.0,0.0,0.0,1.0372,0.0,0.0,0.0,600.775
8,16,2,0,0.0,0.0,0.0,0.6695833,0.0,0.0,0.0,439.86667
8,17,2,0,0.0,0.0,0.0,0.5535,0.0,0.0,0.0,249.3
8,18,2,0,0.0,0.0,0.0,1.80705,0.0,0.0,0.0,76.04583
8,19,2,0,0.0,0.0,0.0,3.1312833,0.0,0.0,0.0,1.8
8,20,2,0,0.0,0.0,0.0,5.3630667,0.0,0.0,0.0,0.0
8,21,2,0,0.0,0.0,0.0,2.8055167,0.0,0.0,0.0,0.0
8,22,2,0,0.0,0.0,0.0,2.31805,0.0,0.0,0.0,0.0
8,23,2,0,0.0,0.0,0.0,1.72315,0.0,0.0,0.0,0.0
8,24,2,0,0.0,0.0,0.0,1.4898916,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.7539167,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,1.00465,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,1.60625,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.49796668,0.0,0.0,0.0,0.0
8,5,3,0,0.0,0.0,0.0,1.5451334,0.0,0.0,0.0,0.0
8,6,3,0,0.0,0.0,0.0,1.4066833,0.0,0.0,0.0,8.495833
8,7,3,0,0.0,0.0,0.0,0.81495,0.0,0.0,0.0,127.833336
8,8,3,0,0.0,0.0,0.0,1.20685,0.0,0.0,0.0,293.32083
8,9,3,0,0.0,0.0,0.0,1.4433833,0.0,0.0,0.0,477.4875
8,10,3,0,0.0,0.0,0.0,0.6598333,0.0,0.0,0.0,632.44586
8,11,3,0,0.0,0.0,0.0,0.6379833,0.0,0.0,0.0,735.17914
8,12,3,0,0.0,0.0,0.0,0.6612333,0.0,0.0,0.0,790.86664
8,13,3,0,0.0,0.0,0.0,0.62981665,0.0,0.0,0.0,781.525
8,14,3,0,0.0,0.0,0.0,1.4416833,0.0,0.0,0.0,710.9708
8,15,3,0,0.0,0.0,0.0,2.4830334,0.0,0.0,0.0,592.4042
8,16,3,0,0.0,0.0,0.0,1.9101666,0.0,0.0,0.0,434.12918
8,17,3,0,0.0,0.0,0.0,1.1611834,0.0,0.0,0.0,245.02916
8,18,3,0,0.0,0.0,0.0,0.89573336,0.0,0.0,0.0,73.791664
8,19,3,0,0.0,0.0,0.0,0.5837833,0.0,0.0,0.0,1.5041667
8,20,3,0,0.0,0.0,0.0,1.36415,0.0,0.0,0.0,0.0
8,21,3,0,0.0,0.0,0.0,2.8685668,0.0,0.0,0.0,0.0
8,22,3,0,0.0,0.0,0.0,2.16605,0.0,0.0,0.0,0.0
8,23,3,0,0.0,0.0,0.0,1.7671833,0.0,0.0,0.0,0.0
8,24,3,0,0.0,0.0,0.0,1.7916,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.79081666,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.8059,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.7650333,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.77856666,0.0,0.0,0.0,0.0
8,5,4,0,0.0,0.0,0.0,2.0142167,0.0,0.0,0.0,0.0
8,6,4,0,0.0,0.0,0.0,0.84745,0.0,0.0,0.0,7.7833333
8,7,4,0,0.0,0.0,0.0,0.7894167,0.0,0.0,0.0,123.125
8,8,4,0,0.0,0.0,0.0,1.0594,0.0,0.0,0.0,288.2125
8,9,4,0,0.0,0.0,0.0,1.6692834,0.0,0.0,0.0,471.12918
8,10,4,0,0.0,0.0,0.0,1.88965,0.0,0.0,0.0,619.86664
8,11,4,0,0.0,0.0,0.0,2.1278167,0.0,0.0,0.0,723.3
8,12,4,0,0.0,0.0,0.0,2.3515666,0.0,0.0,0.0,767.92914
8,13,4,0,0.0,0.0,0.0,0.91465,0.0,0.0,0.0,758.05
8,14,4,0,0.0,0.0,0.0,0.52695,0.0,0.0,0.0,689.24164
8,15,4,0,0.0,0.0,0.0,0.64073336,0.0,0.0,0.0,576.2
8,16,4,0,0.0,0.0,0.0,0.51101667,0.0,0.0,0.0,418.025
8,17,4,0,0.0,0.0,0.0,0.58853334,0.0,0.0,0.0,232.725
8,18,4,0,0.0,0.0,0.0,0.9142,0.0,0.0,0.0,70.0875
8,19,4,0,0.0,0.0,0.0,1.5422833,0.0,0.0,0.0,1.2333333
8,20,4,0,0.0,0.0,0.0,4.2024665,0.0,0.0,0.0,0.0
8,21,4,0,0.0,0.0,0.0,2.8106666,0.0,0.0,0.0,0.0
8,22,4,0,0.0,0.0,0.0,3.45985,0.0,0.0,0.0,0.0
8,23,4,0,0.0,0.0,0.0,2.80885,0.0,0.0,0.0,0.0
8,24,4,0,0.0,0.0,0.0,1.2736083,0.0,0.0,0.0,0.0
8,1,5,0,0.0,0.0,0.0,0.85471666,0.0,0.0,0.0,0.0
8,2,5,0,0.0,0.0,0.0,0.8027,0.0,0.0,0.0,0.0
8,3,5,0,0.0,0.0,0.0,0.96853334,0.0,0.0,0.0,0.0
8,4,5,0,0.0,0.0,0.0,0.8246667,0.0,0.0,0.0,0.0
8,5,5,0,0.0,0.0,0.0,0.8229833,0.0,0.0,0.0,0.0
8,6,5,0,0.0,0.0,0.0,0.84636664,0.0,0.0,0.0,8.841666
8,7,5,0,0.0,0.0,0.0,0.8179,0.0,0.0,0.0,109.22083
8,8,5,0,0.0,0.0,0.0,1.1235334,0.0,0.0,0.0,264.33334
8,9,5,0,0.0,0.0,0.0,1.5054166,0.0,0.0,0.0,442.03333
8,10,5,0,0.0,0.0,0.0,1.8146666,0.0,0.0,0.0,590.69586
8,11,5,0,0.0,0.0,0.0,1.9106,0.0,0.0,0.0,691.86664
8,12,5,0,0.0,0.0,0.0,2.9232666,0.0,0.0,0.0,740.0833
8,13,5,0,0.0,0.0,0.0,2.19085,0.0,0.0,0.0,734.3
8,14,5,0,0.0,0.0,0.0,1.2992667,0.0,0.0,0.0,678.9708
8,15,5,0,0.0,0.0,0.0,0.44381666,0.0,0.0,0.0,566.95416
8,16,5,0,0.0,0.0,0.0,0.37885,0.0,0.0,0.0,404.60416
8,17,5,0,0.0,0.0,0.0,0.42791668,0.0,0.0,0.0,222.425
8,18,5,0,0.0,0.0,0.0,1.1827667,0.0,0.0,0.0,66.05417
8,19,5,0,0.0,0.0,0.0,0.7854,0.0,0.0,0.0,1.4416667
8,20,5,0,0.0,0.0,0.0,1.0546167,0.0,0.0,0.0,0.0
8,21,5,0,0.0,0.0,0.0,1.1194167,0.0,0.0,0.0,0.0
8,22,5,0,0.0,0.0,0.0,0.5542,0.0,0.0,0.0,0.0
8,23,5,0,0.0,0.0,0.0,0.57415,0.0,0.0,0.0,0.0
8,24,5,0,0.0,0.0,0.0,0.54234165,0.0,0.0,0.0,0.0
8,1,6,0,0.0,0.0,0.0,2.5549166,0.0,0.0,0.0,0.0
8,2,6,0,0.0,0.0,0.0,0.5391833,0.0,0.0,0.0,0.0
8,3,6,0,0.0,0.0,0.0,0.5669,0.0,0.0,0.0,0.0
8,4,6,0,0.0,0.0,0.0,0.479,0.0,0.0,0.0,0.0
8,5,6,0,0.0,0.0,0.0,0.71356666,0.0,0.0,0.0,0.0
8,6,6,0,0.0,0.0,0.0,1.05175,0.0,0.0,0.0,4.6541667
8,7,6,0,0.0,0.0,0.0,0.8077667,0.0,0.0,0.0,94.6125
8,8,6,0,0.0,0.0,0.0,0.5459375,0.0,0.0,0.0,264.80106
8,9,6,0,0.0,0.0,0.0,0.64795,0.0,0.0,0.0,442.58334
8,10,6,0,0.0,0.0,0.0,0.74663335,0.0,0.0,0.0,586.79584
8,11,6,0,0.0,0.0,0.0,0.80875,0.0,0.0,0.0,685.56665
8,12,6,0,0.0,0.0,0.0,1.21745,0.0,0.0,0.0,732.81665
8,13,6,0,0.0,0.0,0.0,1.6296834,0.0,0.0,0.0,731.31665
8,14,6,0,0.0,0.0,0.0,2.0857,0.0,0.0,0.0,670.075
8,15,6,0,0.0,0.0,0.0,0.55605,0.0,0.0,0.0,561.07086
8,16,6,0,0.0,0.0,0.0,0.55181664,0.0,0.0,0.0,401.775
8,17,6,0,0.0,0.0,0.0,0.5109,0.0,0.0,0.0,217.2875
8,18,6,0,0.0,0.0,0.0,1.7861,0.0,0.0,0.0,63.941666
8,19,6,0,0.0,0.0,0.0,0.7979,0.0,0.0,0.0,0.93333334
8,20,6,0,0.0,0.0,0.0,0.8645667,0.0,0.0,0.0,0.0
8,21,6,0,0.0,0.0,0.0,0.762,0.0,0.0,0.0,0.0
8,22,6,0,0.0,0.0,0.0,0.56586665,0.0,0.0,0.0,0.0
8,23,6,0,0.0,0.0,0.0,0.4205,0.0,0.0,0.0,0.0
8,24,6,0,0.0,0.0,0.0,0.43808332,0.0,0.0,0.0,0.0
8,1,7,0,0.0,0.0,0.0,2.5334833,0.0,0.0,0.0,0.0
8,2,7,0,0.0,0.0,0.0,1.2014667,0.0,0.0,0.0,0.0
8,3,7,0,0.0,0.0,0.0,0.51318336,0.0,0.0,0.0,0.0
8,4,7,0,0.0,0.0,0.0,0.5287333,0.0,0.0,0.0,0.0
8,5,7,0,0.0,0.0,0.0,0.51643336,0.0,0.0,0.0,0.0
8,6,7,0,0.0,0.0,0.0,1.2016,0.0,0.0,0.0,5.2458334
8,7,7,0,0.0,0.0,0.0,0.92403334,0.0,0.0,0.0,93.79583
8,8,7,0,0.0,0.0,0.0,0.96033335,0.0,0.0,0.0,263.025
8,9,7,0,0.0,0.0,0.0,1.5598167,0.0,0.0,0.0,440.72916
8,10,7,0,0.0,0.0,0.0,2.2239833,0.0,0.0,0.0,587.49585
8,11,7,0,0.0,0.0,0.0,2.3276834,0.0,0.0,0.0,687.24585
8,12,7,0,0.0,0.0,0.0,2.4122334,0.0,0.0,0.0,732.9375
8,13,7,0,0.0,0.0,0.0,2.4837832,0.0,0.0,0.0,725.4708
8,14,7,0,0.0,0.0,0.0,2.3777332,0.0,0.0,0.0,672.8375
